save	life	394.41913568259383
high	spirit	392.83084504723473
hold	tongue	391.8714795656352
hand	arm	391.413979730852
good	humoured	390.91121528421667
night	night	390.8739235508946
open	eye	390.4991611156019
paid	attention	389.00593692858064
south	africa	388.29088166255525
roman	catholic	388.2156199659233
lady	mary	387.7475065682864
good	girl	387.6147850826071
work	art	386.69678346402213
major	general	386.55566242295936
male	female	385.95979590648824
began	talk	385.2298021900331
man	great	385.19791496652465
doesn	matter	384.78330466974637
brown	eye	384.70392242344644
eye	turned	384.24709040947994
anglo	saxon	383.90256526358525
loud	voice	382.4000592089696
good	lady	381.93768061105584
thy	heart	381.26154417001777
great	pleasure	381.00705460966014
raised	head	380.7761712328443
green	forest	380.7334413073392
dear	girl	380.07009495045094
strong	man	378.8833775260382
turned	eye	378.8126178568624
year	older	378.7292816103168
poor	lady	377.71956040762655
take	place	376.17366113507063
cold	water	375.61053847441815
high	priest	375.6069995413852
time	passed	375.2641752452059
great	work	375.1012268641261
market	place	374.5219520134561
dozen	time	374.1145257190808
red	hot	373.92433448344235
face	grew	373.64467205889173
good	boy	373.348119849267
head	shoulder	369.93581378792095
late	night	369.1899306339753
house	lord	368.61995896088206
dressing	room	368.43024335254006
hold	hand	368.2485625324804
grandfather	frog	367.72902564263023
rang	bell	367.022200840151
sister	law	366.9595047548663
man	knew	365.6826549169783
mile	distant	365.01265845915003
thought	good	364.4226709532092
man	hand	364.2294215774043
chapter	xiii	363.6142490824934
sir	tristram	362.67031457881444
young	person	361.2436414525121
reddy	fox	360.395582252586
good	evening	359.9190074208672
clasped	hand	359.65788235156964
dressing	gown	359.6216520149945
west	indie	358.8177904253941
tone	voice	357.9798105503609
country	house	357.7730787586301
early	life	357.3218905801196
beautiful	woman	356.8689206313233
good	lord	356.62318388417356
king	queen	356.19824929820015
sick	man	355.5552420785526
great	house	355.4628413984685
face	eye	355.0245771571784
wife	daughter	354.262705537677
younger	brother	354.05489330312054
god	hath	353.91677327457046
spent	time	353.53956361536484
young	officer	352.6663864036847
sir	answered	352.4562951959759
eye	closed	352.23884579994393
pound	year	352.2373969722548
silent	moment	351.07609662724747
law	nature	350.905607276942
deep	water	350.03755405201866
dinner	party	348.95882356246744
mark	twain	348.9240420535802
cup	tea	348.1699959153701
middle	class	348.08299887281294
fifty	mile	347.90051693994167
late	afternoon	347.33994373375657
men	men	346.8389925310382
greater	number	346.7611174699264
human	mind	345.32079597802453
chapter	xiv	345.26364624869734
small	boy	344.944015643041
drew	nearer	344.6207640439603
king	james	344.2853513260295
frame	mind	343.519359530348
stone	wall	343.1344025471471
grey	eye	342.76695243019816
body	soul	342.3265350155657
south	east	341.5549159014094
large	sum	341.52481627160415
life	long	341.4133991272324
intimate	friend	339.7638366742603
year	life	339.7186178833347
number	men	338.78626846383395
political	economy	338.507893187192
year	passed	338.1914152924363
great	good	337.9490970759152
great	power	337.68526985425177
head	hand	337.561991998728
high	road	336.64297504999735
johnny	chuck	336.60879278501307
lady	glencora	336.47758878194816
set	eye	336.00053967025934
quarter	deck	335.0790884410245
dark	night	334.87380088438414
laying	hand	334.34825411613724
good	faith	333.5907948294034
question	asked	333.17843754035056
brown	hair	332.553240173634
ho	ho	332.16551268664904
sort	man	331.94700052676495
country	people	331.7983438025799
father	house	331.01647405223616
sir	sir	330.80151399323114
common	people	330.79692003453397
river	bank	330.70094741207157
great	advantage	330.6166377133417
hour	time	330.41229312944665
poor	mother	330.1592866639802
day	year	330.13591424590834
eat	drink	329.4936660920975
mary	louise	329.1732066126298
commander	chief	329.0576820990453
chapter	xv	329.0426848214138
sunday	morning	329.0042002882379
son	god	328.51261140341404
fertilised	plant	328.45476518949545
time	great	328.44827004558937
opening	door	328.20469666453204
hot	water	328.1841035268861
thought	time	327.8850465797246
expression	face	327.66908701705205
woman	love	327.56367188851164
young	lord	327.53882705507067
brown	boy	327.4899912412955
raised	hand	327.48867386574483
single	word	327.4153714443397
king	france	326.75339889254286
sir	marmaduke	326.5506287180996
dinner	time	325.62805188279305
putting	hand	325.6243408621828
state	affair	325.4127527618694
burst	tear	324.81441926810567
break	heart	323.3129252047013
brave	man	322.0094870698333
pocket	handkerchief	321.85610945977965
poor	devil	321.66323150233563
sun	shone	321.2025538926554
hand	man	321.0970610445243
evil	spirit	320.9978959280957
sir	francis	320.6718905809381
face	looked	320.6211254340604
boarding	house	320.0642170281923
sun	set	319.4630343632492
holy	ghost	319.437244712437
word	spoken	319.32438900060424
condition	life	319.08892926724155
nodded	head	318.94170447055393
love	god	318.49205730659753
hind	leg	318.3876831743132
armed	men	317.08628220175046
man	eye	316.00447325432197
time	man	315.6255780512397
wind	blow	315.26230942985364
changed	mind	314.8364237788047
man	work	314.8354558267619
french	revolution	314.5235742222385
leave	room	314.2922417565239
long	breath	313.60051347778654
man	thought	313.3550834713379
man	stood	313.0754322793515
aunt	jane	312.9475790871395
great	friend	312.8834098168951
fifty	foot	312.77823318018415
chapter	xvi	312.505958547658
cast	eye	312.3118274887624
royal	highness	312.03223408267786
attracted	attention	311.7251546548281
vo	cloth	311.31364555125066
mother	nature	311.31128028921404
farm	house	310.508766588333
hear	voice	310.46891287639346
rest	day	310.0050392862416
fairy	tale	309.88289461383823
spent	day	309.3755500075648
wind	blowing	309.3671857631908
resting	place	309.05685699255196
nearer	nearer	308.85259353197284
looked	eye	308.8404045382797
white	hand	308.83540484172386
note	book	308.6361654012467
didn	care	308.35922451874666
pall	mall	308.3012873405584
lived	long	308.2327090060067
year	time	308.0838268319244
time	long	307.64247288176733
long	life	307.5043327520421
man	god	307.4766769713896
turned	pale	307.03311016488027
husband	wife	306.4204123892893
distinct	specie	306.4197775488565
good	care	305.7968461980688
sprang	foot	305.1589030671148
foot	deep	303.9961637353677
read	aloud	303.9908666197322
god	forbid	303.8752390370299
sir	oliver	303.47278040219396
north	america	303.3655981871844
left	arm	303.3274717786466
sleep	night	303.2975985490435
smoking	room	303.0699652846087
killed	wounded	302.97499240093504
thy	soul	302.9303121040701
fellow	men	302.91217053114434
fall	love	302.83031705871656
story	girl	302.6708812888071
life	man	302.6383873223676
walter	scott	302.50312975872134
bent	head	302.36539439320507
keen	eye	301.9671379148539
lady	laura	301.7180246150648
face	white	301.6561065079196
crossed	plant	301.18847559408493
day	life	300.6144263601424
thought	fit	300.56388325943396
speak	truth	300.36747847380985
caught	glimpse	300.1558903734967
unc	billy	299.97626560812665
hesitated	moment	299.9151677227205
entered	house	299.9081564636498
open	mouth	299.3753663817269
dim	light	299.3274973311201
raised	eye	299.0197824408161
summer	day	298.3806805606797
cocoa	nut	298.1304505586792
young	wife	297.75066688498873
happy	day	297.12375928062255
salt	water	296.99297874463326
great	great	296.80786781954424
true	love	296.56070117959325
plenty	time	296.3843223532891
arm	neck	296.2803974773896
warren	hastings	296.1927372113794
men	work	296.17259210751735
good	spirit	295.92749643528094
motor	car	295.68022708917914
hand	knee	295.05470544573666
long	styled	294.79261142738574
place	called	294.59896711257784
man	business	294.5354656583832
pine	tree	294.3415698393561
chapter	xvii	294.10335033997796
native	land	293.7771825434464
house	door	293.5449517661754
poor	young	293.4726471051771
wild	animal	293.36266046295697
long	hair	292.67026406884946
thy	father	292.5587789749232
church	england	292.42460887809193
sir	harry	292.4025984967615
heaven	sake	292.35765145880777
clapped	hand	292.25902213944283
living	creature	291.7977195302777
great	mass	291.7441303432771
word	god	291.72572160997737
man	called	291.7197809527866
door	shut	291.58034014495905
member	parliament	291.48277158652303
great	people	291.0467510313176
childe	harold	290.9926379666103
work	hard	290.57087577343
poor	wretch	290.4490160986695
railway	station	290.4379488543197
king	charles	290.43732705581886
considerable	time	290.30554924768666
proper	place	289.9094800734233
knock	door	289.8909176608597
threw	arm	289.78201974331154
man	head	289.667566487352
great	spirit	289.42658996992924
lord	mayor	289.3440772578497
white	hair	289.1969708443453
hand	clasped	288.62811872413266
late	year	288.0678085697926
green	meadow	287.70668655477357
british	museum	286.99575118209384
day	journey	286.6631572601268
body	men	286.34880613557823
married	man	285.659762734024
kind	man	285.48658788451496
high	place	285.1994961920148
bank	river	284.7095122807901
man	heart	284.22810520320735
man	asked	284.147534286088
eye	rested	284.0496905709575
moment	silence	283.4695938566686
setting	sun	282.93048653362473
real	life	282.6911797349166
poetical	work	282.45137229588636
bell	rang	282.43058188862375
attract	attention	282.3210710764426
chapter	xviii	282.2615011636584
bear	mind	282.2264279343826
straw	hat	282.1227645512261
wise	men	281.58039747759295
man	named	281.2228045546572
good	father	281.20635130731097
apple	tree	281.1360363657226
breakfast	table	281.1315809983427
night	long	280.39512747602953
presence	mind	280.19116415144146
eye	wide	279.9661874363372
turned	looked	279.86910754713017
sheet	paper	279.37211527657416
member	family	278.9399105530047
thy	hand	278.9003298518911
ground	floor	278.8954733405681
face	flushed	278.8492252052301
lived	year	278.26187627339766
english	people	278.09755261090226
time	lost	277.76055762095365
custom	house	277.64247381194934
good	opinion	277.1868465442306
human	heart	277.13914958120455
secretary	state	276.95413673593674
bad	news	276.86989945939825
sea	shore	275.9655287566403
moment	thought	275.89429372518487
long	white	275.71330781262884
knew	man	275.4919640758423
length	time	275.43614198229227
poor	father	275.39144512173584
long	story	275.1715495430906
lord	john	275.1394401977364
animal	plant	274.909605938224
cut	throat	274.5798529055919
mile	hour	274.4747690777683
married	woman	274.00796661846346
fixed	eye	273.99579551109434
bread	butter	273.7620563583893
door	room	273.566803953709
